zipcode	state	city	city_soundex	lat	lon	valid	searched
05081	VT	WELLS RIVER	W42616	72.053	44.1524	1	0
05083	VT	WEST FAIRLEE	W23164	72.2616	43.9223	1	0
05084	VT	WEST HARTFORD	W2363163	72.4446	43.7161	1	0
05086	VT	WEST TOPSHAM	W23125	72.2701	44.1199	1	0
05089	VT	WINDSOR	W5326	72.411	43.476	1	0
05091	VT	WOODSTOCK	W3232	72.5385	43.6248	1	0
05101	VT	BELLOWS FALLS	B42142	72.4664	43.1482	1	0
05141	VT	CAMBRIDGEPORT	C51632163	72.5655	43.1534	1	0
05142	VT	CAVENDISH	C1532	72.6092	43.3766	1	0
05143	VT	CHESTER	C360	72.6031	43.2831	1	0
05146	VT	GRAFTON	G6135	72.5972	43.1601	1	0
05148	VT	BROMLEY MTN	B654535	72.8018	43.224	1	0
05149	VT	LUDLOW	L340	72.7002	43.3929	1	0
05150	VT	NORTH SPRINGFIEL	N632165214	72.5291	43.3355	1	0
05151	VT	PERKINSVILLE	P625214	72.5038	43.3879	1	0
05152	VT	PERU	P600	72.8868	43.2565	1	0
05153	VT	PROCTORSVILLE	P6236214	72.6196	43.4005	1	0
05154	VT	SAXTONS RIVER	S352616	72.5081	43.1379	1	0
05155	VT	SOUTH LONDONDERR	S3453536	72.8118	43.1831	1	0
05156	VT	SPRINGFIELD	S1652143	72.4778	43.3034	1	0
05161	VT	WESTON	W235	72.7935	43.2941	1	0
05201	VT	BENNINGTON	B5235	73.1923	42.8827	1	0
05250	VT	ARLINGTON	A645235	73.1594	43.0857	1	0
05251	VT	DORSET	D623	73.0766	43.2636	1	0
05252	VT	EAST ARLINGTON	E23645235	73.1389	43.0638	1	0
05253	VT	EAST DORSET	E23623	73.0081	43.237	1	0
05255	VT	MANCHESTER CENTE	M236253	73.0523	43.1752	1	0
05257	VT	NORTH BENNINGTON	N6315235	73.2375	42.9239	1	0
05260	VT	NORTH POWNAL	N63154	73.2534	42.8098	1	0
05261	VT	POWNAL	P540	73.2162	42.788	1	0
05262	VT	SHAFTSBURY	S13216	73.2166	42.9614	1	0
05301	VT	BRATTLEBORO	B63416	72.5933	42.8574	1	0
05340	VT	BONDVILLE	B5314	72.9128	43.1618	1	0
05341	VT	EAST DOVER	E2316	72.783	42.9505	1	0
05342	VT	JACKSONVILLE	J514	72.8071	42.7778	1	0
05343	VT	JAMAICA	J520	72.7944	43.1042	1	0
05345	VT	NEWFANE	N150	72.6781	42.9704	1	0
05346	VT	PUTNEY	P350	72.5123	43.0356	1	0
05350	VT	READSBORO	R3216	72.9609	42.7837	1	0
05352	VT	STAMFORD	S35163	73.0691	42.7696	1	0
05353	VT	TOWNSHEND	T5253	72.6687	43.0622	1	0
05354	VT	VERNON	V650	72.5115	42.7565	1	0
05355	VT	WARDSBORO	W63216	72.8077	43.0326	1	0
05356	VT	MOUNT SNOW	M325	72.8542	42.956	1	0
05358	VT	WEST HALIFAX	W23412	72.7501	42.7761	1	0
05359	VT	WEST TOWNSHEND	W235253	72.721	43.13	1	0
05360	VT	WEST WARDSBORO	W2363216	72.8805	43.0472	1	0
05361	VT	WHITINGHAM	W3525	72.856	42.7901	1	0
05362	VT	WILLIAMSVILLE	W45214	72.6584	42.9482	1	0
05363	VT	WILMINGTON	W45235	72.8613	42.8812	1	0
05401	VT	BURLINGTON	B645235	73.2199	44.484	1	0
05403	VT	SOUTH BURLINGTON	S31645235	73.1796	44.4513	1	0
05404	VT	WINOOSKI	W520	73.1874	44.4949	1	0
05405	VT	UNIV OF VERMONT	U51653	73.2002	44.4777	1	0
05440	VT	ALBURG	A4162	73.281	44.9685	1	0
05441	VT	BAKERSFIELD	B262143	72.7968	44.7905	1	0
05443	VT	BRISTOL	B6234	73.0717	44.146	1	0
05444	VT	CAMBRIDGE	C51632	72.8657	44.651	1	0
05445	VT	CHARLOTTE	C643	73.228	44.3113	1	0
05446	VT	COLCHESTER	C4236	73.2022	44.536	1	0
05447	VT	EAST BERKSHIRE	E231626	72.7066	44.9298	1	0
05448	VT	EAST FAIRFIELD	E2316143	72.911	44.8018	1	0
05450	VT	ENOSBURG FALLS	E52162142	72.791	44.8985	1	0
05452	VT	ESSEX JUNCTION	E25235	73.0906	44.5035	1	0
05454	VT	FAIRFAX	F612	73.0241	44.6924	1	0
05455	VT	FAIRFIELD	F6143	73.0222	44.7841	1	0
05456	VT	FERRISBURG	F62162	73.2586	44.2128	1	0
05457	VT	FRANKLIN	F65245	72.9037	44.9614	1	0
05458	VT	GRAND ISLE	G65324	73.3056	44.7197	1	0
05459	VT	HIGHGATE CENTER	H232536	73.0155	44.9404	1	0
05461	VT	HINESBURG	H52162	73.098	44.3346	1	0
05462	VT	HUNTINGTON	H535235	72.9964	44.3227	1	0
05463	VT	ISLE LA MOTTE	I2453	73.3391	44.8748	1	0
05464	VT	SMUGGLERS NOTCH	S52462532	72.7806	44.6625	1	0
05465	VT	JERICHO CENTER	J62536	72.9794	44.4843	1	0
05468	VT	MILTON	M435	73.1317	44.6483	1	0
05471	VT	MONTGOMERY CENTE	M3256253	72.5993	44.8746	1	0
05472	VT	NEW HAVEN	N150	73.1735	44.1126	1	0
05473	VT	NORTH FERRISBURG	N63162162	73.2033	44.2515	1	0
05474	VT	NORTH HERO	N636	73.2842	44.8294	1	0
05476	VT	RICHFORD	R2163	72.6905	44.9715	1	0
05477	VT	BOLTON VALLEY	B43514	72.9933	44.3998	1	0
05478	VT	SAINT ALBANS	S534152	73.089	44.8111	1	0
05482	VT	SHELBURNE	S4165	73.2171	44.39	1	0
05483	VT	SHELDON	S435	72.953	44.8872	1	0
05486	VT	SOUTH HERO	S360	73.3113	44.64	1	0
05487	VT	STARKSBORO	S36216	73.0157	44.2261	1	0
05488	VT	SWANTON	S535	73.1211	44.9168	1	0
05489	VT	UNDERHILL	U5364	72.9258	44.5391	1	0
05491	VT	VERGENNES	V6252	73.2793	44.1326	1	0
05492	VT	WATERVILLE	W3614	72.7596	44.7124	1	0
05494	VT	WESTFORD	W23163	73.006	44.6182	1	0
05495	VT	WILLISTON	W4235	73.0957	44.4367	1	0
05602	VT	MONTPELIER	M3146	72.577	44.2641	1	0
05640	VT	ADAMANT	A353	72.5046	44.3575	1	0
05641	VT	BARRE	B600	72.4936	44.1945	1	0
05647	VT	CABOT	C130	72.3064	44.4042	1	0
05648	VT	CALAIS	C420	72.4741	44.3934	1	0
05649	VT	EAST BARRE	E2316	72.446	44.1583	1	0
05650	VT	EAST CALAIS	E23242	72.4398	44.3556	1	0
05651	VT	EAST MONTPELIER	E2353146	72.4926	44.2828	1	0
05652	VT	EDEN	E350	72.5863	44.7343	1	0
05653	VT	EDEN MILLS	E3542	72.5135	44.6931	1	0
05654	VT	GRANITEVILLE	G65314	72.4845	44.1573	1	0
05655	VT	HYDE PARK	H3162	72.595	44.6225	1	0
05656	VT	JOHNSON	J525	72.6712	44.642	1	0
05658	VT	MARSHFIELD	M62143	72.375	44.3218	1	0
05660	VT	MORETOWN	M635	72.7494	44.2596	1	0
05661	VT	MORRISVILLE	M6214	72.6026	44.5543	1	0
05663	VT	RIVERTON	R1635	72.6598	44.15	1	0
05666	VT	NORTH MONTPELIER	N6353146	72.4821	44.2566	1	0
05667	VT	PLAINFIELD	P45143	72.4224	44.2622	1	0
05669	VT	ROXBURY	R216	72.7202	44.0846	1	0
05672	VT	STOWE	S300	72.6923	44.4695	1	0
05673	VT	WAITSFIELD	W32143	72.8283	44.1889	1	0
05674	VT	SUGARBUSH VALLEY	S61214	72.8482	44.1142	1	0
05675	VT	WASHGTIN	W235	72.43	44.0864	1	0
05676	VT	WATERBURY	W3616	72.7798	44.3451	1	0
05677	VT	WATERBURY CENTER	W36162536	72.708	44.3828	1	0
05679	VT	WILLIAMSTOWN	W45235	72.5381	44.1182	1	0
05680	VT	WOLCOTT	W423	72.4844	44.5558	1	0
05681	VT	WOODBURY	W316	72.4178	44.4325	1	0
05682	VT	WORCESTER	W6236	72.5609	44.3944	1	0
05701	VT	RUTLAND	R3453	72.9708	43.6141	1	0
05730	VT	BELMONT	B453	72.8257	43.4284	1	0
05732	VT	HUBBARDTON	H1635	73.2064	43.6224	1	0
05733	VT	BRANDON	B6535	73.0882	43.8065	1	0
05734	VT	BRIDPORT	B63163	73.3476	43.9538	1	0
05735	VT	CASTLETON	C3435	73.1708	43.6223	1	0
05736	VT	CENTER RUTLAND	C5363453	73.017	43.6023	1	0
05737	VT	CHITTENDEN	C3535	72.936	43.7034	1	0
05738	VT	CUTTINGSVILLE	C35214	72.8691	43.5221	1	0
05739	VT	DANBY	D510	73.0128	43.3583	1	0
05742	VT	EAST WALLINGFORD	E23452163	72.8844	43.4461	1	0
05743	VT	FAIR HAVEN	F615	73.2701	43.6235	1	0
05744	VT	FLORENCE	F4652	73.079	43.7093	1	0
05746	VT	GAYSVILLE	G140	72.7311	43.7529	1	0
05747	VT	GRANVILLE	G6514	72.8245	43.9849	1	0
05748	VT	HANCOCK	H520	72.9133	43.9125	1	0
05751	VT	KILLINGTON	K45235	72.7963	43.6634	1	0
05753	VT	BREAD LOAF	B6341	73.1661	44.007	1	0
05757	VT	MIDDLETOWN SPRIN	M34352165	73.1145	43.4849	1	0
05758	VT	MOUNT HOLLY	M340	72.7956	43.4487	1	0
05759	VT	NORTH CLARENDON	N63246535	72.9561	43.5522	1	0
05760	VT	ORWELL	O640	73.2949	43.7837	1	0
05761	VT	PAWLET	P430	73.1444	43.3587	1	0
05762	VT	PITTSFIELD	P32143	72.8534	43.7538	1	0
05763	VT	PITTSFORD	P32163	73.0135	43.7152	1	0
05764	VT	POULTNEY	P435	73.2253	43.5332	1	0
05765	VT	PROCTOR	P6236	73.0348	43.658	1	0
05766	VT	RIPTON	R135	73.0187	43.9929	1	0
05767	VT	ROCHESTER	R236	72.8159	43.8804	1	0
05769	VT	SALISBURY	S4216	73.1008	43.9017	1	0
05770	VT	SHOREHAM	S650	73.3054	43.8862	1	0
05772	VT	STOCKBRIDGE	S321632	72.7814	43.7738	1	0
05773	VT	WALLINGFORD	W452163	72.9877	43.4573	1	0
05774	VT	WELLS	W420	73.2027	43.4305	1	0
05775	VT	WEST PAWLET	W23143	73.2313	43.3667	1	0
05776	VT	WEST RUPERT	W236163	73.2029	43.2618	1	0
05777	VT	WEST RUTLAND	W2363453	73.0424	43.5781	1	0
05778	VT	LEICESTER JUNCTI	L2362523	73.2133	43.875	1	0
05819	VT	SAINT JOHNSBURY	S5325216	72.0051	44.4272	1	0
05820	VT	ALBANY	A415	72.3418	44.7344	1	0
05821	VT	BARNET	B653	72.0783	44.3179	1	0
05822	VT	BARTON	B635	72.16	44.7395	1	0
05824	VT	CONCORD	C5263	71.8676	44.4461	1	0
05825	VT	COVENTRY	C1536	72.2545	44.8809	1	0
05826	VT	CRAFTSBURY	C613216	72.366	44.6434	1	0
05827	VT	CRAFTSBURY COMMO	C61321625	72.4146	44.6529	1	0
05828	VT	DANVILLE	D514	72.1133	44.4332	1	0
05829	VT	DERBY	D610	72.1376	44.9502	1	0
05830	VT	DERBY LINE	D6145	72.0824	44.9902	1	0
05832	VT	EAST BURKE	E23162	71.9357	44.6078	1	0
05833	VT	EAST CHARLESTON	E23264235	71.9763	44.8299	1	0
05836	VT	EAST HARDWICK	E23632	72.3034	44.5288	1	0
05837	VT	EAST HAVEN	E2315	71.8675	44.6517	1	0
05839	VT	GLOVER	G416	72.2038	44.72	1	0
05841	VT	GREENSBORO	G65216	72.285	44.5951	1	0
05842	VT	GREENSBORO BEND	G65216153	72.2525	44.5485	1	0
05843	VT	HARDWICK	H632	72.3638	44.507	1	0
05845	VT	IRASBURG	I62162	72.2763	44.8081	1	0
05846	VT	ISLAND POND	I2453153	71.884	44.8095	1	0
05847	VT	LOWELL	L000	72.4501	44.7961	1	0
05850	VT	LYNDON CENTER	L5352536	72.0311	44.5472	1	0
05851	VT	LYNDONVILLE	L53514	72.0092	44.5408	1	0
05853	VT	MORGAN CTR	M625236	71.994	44.9066	1	0
05855	VT	NEWPORT	N163	72.2065	44.9393	1	0
05857	VT	NEWPORT CENTER	N1632536	72.2974	44.9442	1	0
05858	VT	NORTH CONCORD	N6325263	71.7867	44.5501	1	0
05859	VT	JAY PEAK	J120	72.4572	44.9619	1	0
05860	VT	ORLEANS	O6452	72.1653	44.8054	1	0
05862	VT	PEACHAM	P250	72.177	44.3356	1	0
05866	VT	SHEFFIELD	S143	72.1239	44.6178	1	0
05867	VT	SUTTON	S350	72.0211	44.6465	1	0
05868	VT	TROY	T600	72.3938	44.9594	1	0
05871	VT	WEST BURKE	W23162	71.9572	44.6636	1	0
05872	VT	WEST CHARLESTON	W23264235	72.0521	44.8729	1	0
05873	VT	WEST DANVILLE	W23514	72.2198	44.4465	1	0
05874	VT	WESTFIELD	W23143	72.4396	44.8825	1	0
05875	VT	WEST GLOVER	W232416	72.2599	44.7031	1	0
05901	VT	AVERILL	A164	71.7003	44.9923	1	0
05902	VT	BEECHER FALLS	B26142	71.5199	45.0061	1	0
05903	VT	CANAAN	C500	71.5602	44.9764	1	0
05904	VT	GILMAN	G450	71.7179	44.414	1	0
05905	VT	GUILDHALL	G434	71.5991	44.6902	1	0
05906	VT	LUNENBURG	L5162	71.693	44.4663	1	0
05907	VT	NORTON	N635	71.7884	44.9888	1	0
22001	VA	ALDIE	A430	77.6023	38.9579	1	1
22002	VA	AMISSVILLE	A5214	78.0381	38.7101	1	1
22003	VA	ANNANDALE	A534	77.2142	38.8307	1	1
22010	VA	ARCOLA	A624	77.5387	38.9736	1	1
22011	VA	ASHBURN	A2165	77.4806	39.0399	1	1
22012	VA	BLUEMONT	B453	77.8314	39.0977	1	1
22013	VA	BRISTOW	B623	77.5788	38.7464	1	1
22014	VA	BROAD RUN	B6365	77.6861	38.8287	1	1
22015	VA	BURKE	B620	77.2818	38.7894	1	1
22018	VA	CATHARPIN	C3615	77.5612	38.853	1	1
22019	VA	CATLETT	C343	77.6535	38.6351	1	1
22020	VA	CENTREVILLE	C53614	77.4512	38.8418	1	1
22021	VA	CHANTILLY	C534	77.4354	38.8841	1	1
22024	VA	CLIFTON	C4135	77.407	38.8007	1	1
22025	VA	DELAPLANE	D4145	77.9302	38.9113	1	1
22026	VA	DUMFRIES	D5162	77.3387	38.6023	1	1
22027	VA	DUNN LORING	D54652	77.2214	38.8954	1	1
22030	VA	FAIRFAX	F612	77.3242	38.8458	1	1
22031	VA	FAIRFAX	F612	77.2649	38.8604	1	1
22032	VA	FAIRFAX	F612	77.2925	38.8177	1	1
22033	VA	FAIRFAX	F612	77.3885	38.8776	1	1
22039	VA	FAIRFAX STATION	F61235	77.3064	38.7602	1	1
22041	VA	BAILEYS CROSSROA	B42626	77.1369	38.8485	1	1
22042	VA	MOSBY	M210	77.1923	38.8663	1	1
22043	VA	PIMMIT	P530	77.2001	38.9012	1	1
22044	VA	SEVEN CORNERS	S1526562	77.1508	38.8635	1	1
22046	VA	FALLS CHURCH	F4262	77.1802	38.8856	1	1
22060	VA	FORT BELVOIR	F631416	77.1433	38.6947	1	1
22065	VA	GAINESVILLE	G5214	77.6187	38.8232	0	1
22066	VA	GREAT FALLS	G63142	77.3083	39.0039	1	1
22068	VA	HAMILTON	H5435	77.6635	39.1357	0	1
22069	VA	HAYMARKET	H5623	77.6475	38.8762	1	1
22070	VA	HERNDON	H6535	77.3866	38.9778	1	1
22071	VA	HERNDON	H6535	77.3952	38.9195	1	1
22075	VA	LEESBURG	L2162	77.5659	39.1165	1	1
22079	VA	MASON NECK	M252	77.218	38.7047	1	1
22080	VA	LOVETTSVILLE	L13214	77.6391	39.2654	0	1
22090	VA	LAKE ANNE	L250	77.3376	38.9644	0	1
22091	VA	RESTON	R235	77.3514	38.935	0	1
22094	VA	RESTON	R235	77.3508	38.9756	0	1
22101	VA	MC LEAN	M245	77.1706	38.9326	1	1
22102	VA	WEST MCLEAN	W235245	77.2219	38.9363	1	1
22110	VA	MANASSAS	M200	77.4895	38.7689	1	1
22111	VA	MANASSAS PARK	M2162	77.4457	38.7361	1	1
22115	VA	MARSHALL	M624	77.8876	38.8316	1	1
22117	VA	MIDDLEBURG	M34162	77.7355	38.9964	1	1
22123	VA	NOKESVILLE	N214	77.5342	38.685	1	1
22124	VA	OAKTON	O235	77.3233	38.8852	1	1
22129	VA	PAEONIAN SPRINGS	P521652	77.6198	39.1598	0	1
22130	VA	PARIS	P620	77.8939	38.9899	1	1
22132	VA	HILLSBORO	H4216	77.7213	39.1505	1	1
22134	VA	QUANTICO	Q532	77.3358	38.531	1	1
22141	VA	ROUND HILL	R534	77.7833	39.1134	1	1
22150	VA	SPRINGFIELD	S1652143	77.1866	38.7797	1	1
22151	VA	NORTH SPRINGFIEL	N632165214	77.2139	38.8033	1	1
22152	VA	WEST SPRINGFIELD	W2321652143	77.2332	38.7765	1	1
22153	VA	SPRINGFIELD	S1652143	77.237	38.7449	1	1
22170	VA	STERLING	S36452	77.3986	39.0215	1	1
22171	VA	THE PLAINS	T1452	77.7721	38.8739	0	1
22172	VA	TRIANGLE	T6524	77.3229	38.5509	1	1
22176	VA	UPPERVILLE	U1614	77.8484	39.0087	0	1
22180	VA	VIENNA	V500	77.2532	38.8935	1	1
22181	VA	VIENNA	V500	77.288	38.8977	1	1
22182	VA	VIENNA	V500	77.2649	38.928	1	1
22186	VA	AIRLIE	A640	77.7648	38.7259	0	1
22190	VA	WATERFORD	W36163	77.6421	39.2081	1	1
22191	VA	WOODBRIDGE	W31632	77.2683	38.6356	1	1
22192	VA	LAKERIDGE	L2632	77.3052	38.6833	1	1
22193	VA	DALE CITY	D423	77.3432	38.6472	1	1
22201	VA	ARLINGTON	A645235	77.0932	38.8871	1	1
22202	VA	ARLINGTON	A645235	77.0592	38.8565	1	1
22203	VA	ARLINGTON	A645235	77.1142	38.8738	1	1
22204	VA	ARLINGTON	A645235	77.0997	38.859	1	1
22205	VA	ARLINGTON	A645235	77.1395	38.8836	1	1
22206	VA	ARLINGTON	A645235	77.0905	38.8415	1	1
22207	VA	ARLINGTON	A645235	77.1263	38.9033	1	1
22209	VA	ARLINGTON	A645235	77.0753	38.8926	1	1
22211	VA	ARLINGTON	A645235	77.0803	38.8795	1	1
22213	VA	ARLINGTON	A645235	77.1633	38.8954	1	1
22301	VA	ALEXANDRIA	A42536	77.0589	38.82	1	1
22302	VA	ALEXANDRIA	A42536	77.0924	38.8335	1	1
22303	VA	JEFFERSON MANOR	J16256	77.0766	38.7911	1	1
22304	VA	ALEXANDRIA	A42536	77.121	38.8149	1	1
22305	VA	ALEXANDRIA	A42536	77.064	38.8372	1	1
22306	VA	COMMUNITY	C530	77.0854	38.7558	1	1
22307	VA	BELLE VIEW	B410	77.0625	38.7706	1	1
22308	VA	WELLINGTON	W45235	77.0606	38.7291	1	1
22309	VA	ENGLESIDE	E52423	77.1081	38.7279	1	1
22310	VA	FRANCONIA	F6525	77.1317	38.7691	1	1
22311	VA	ALEXANDRIA	A42536	77.12	38.832	1	1
22312	VA	ALEXANDRIA	A42536	77.1484	38.8191	1	1
22314	VA	ALEXANDRIA	A42536	77.0529	38.806	1	1
22401	VA	FREDERICKSBURG	F6362162	77.4771	38.2995	1	1
22405	VA	FALMOUTH	F453	77.4045	38.3146	1	1
22406	VA	FREDERICKSBURG	F6362162	77.5349	38.3796	1	1
22407	VA	FREDERICKSBURG	F6362162	77.5476	38.2688	1	1
22408	VA	FREDERICKSBURG	F6362162	77.4681	38.2481	1	1
22427	VA	BOWLING GREEN	B45265	77.1802	38.0137	1	1
22432	VA	BURGESS	B620	76.3542	37.8687	1	1
22433	VA	BURR HILL	B640	77.8762	38.3658	1	1
22435	VA	CALLAO	C400	76.5732	37.9773	1	1
22436	VA	CARET	C630	76.9153	37.9713	1	1
22437	VA	CENTER CROSS	C536262	76.7548	37.7929	1	1
22438	VA	CHAMPLAIN	C5145	76.9719	38.0214	1	1
22439	VA	CHANCE	C520	77.021	38.0841	1	1
22443	VA	OAK GROVE	O261	76.9812	38.2291	1	1
22448	VA	DAHLGREN	D4265	77.0429	38.3375	1	1
22454	VA	HOWERTONS	H6352	76.837	37.8404	1	1
22460	VA	FARNHAM	F650	76.605	37.874	1	1
22469	VA	HAGUE	H200	76.6616	38.0573	1	1
22473	VA	HEATHSVILLE	H3214	76.4178	37.9072	1	1
22476	VA	HUSTLE	H234	77.0364	38.0222	1	1
22480	VA	IRVINGTON	I615235	76.416	37.6645	1	1
22482	VA	KILMARNOCK	K45652	76.382	37.7162	1	1
22485	VA	KING GEORGE	K5262	77.126	38.2811	1	1
22488	VA	KINSALE	K524	76.5855	38.0505	1	1
22503	VA	LANCASTER	L5236	76.5102	37.7501	1	1
22504	VA	LANEVIEW	L510	76.7117	37.7681	1	1
22508	VA	LOCUST GROVE	L23261	77.7709	38.3352	1	1
22509	VA	LORETTO	L630	76.9669	38.0621	1	1
22511	VA	LOTTSBURG	L32162	76.5018	37.9792	1	1
22514	VA	MILFORD	M4163	77.3185	38.0058	1	1
22520	VA	MONTROSS	M362	76.7828	38.1105	1	1
22534	VA	PARTLOW	P634	77.6586	38.0641	1	1
22535	VA	PORT ROYAL	P6364	77.1837	38.1621	1	1
22538	VA	RAPPAHANNOCK ACA	R152	77.2874	38.2018	1	1
22539	VA	REEDVILLE	R314	76.2829	37.857	1	1
22542	VA	RHOADESVILLE	R3214	77.923	38.2863	1	1
22546	VA	RUTHER GLEN	R36245	77.4714	37.9451	1	1
22553	VA	SNELL	S540	77.6487	38.1995	1	1
22554	VA	STAFFORD	S3163	77.4306	38.4586	1	1
22559	VA	SUPPLY	S140	77.1097	38.0825	1	1
22560	VA	TAPPAHANNOCK	T152	76.9125	37.9146	1	1
22567	VA	UNIONVILLE	U514	77.9193	38.2383	1	1
22568	VA	MINE RUN	M650	77.8195	38.2661	1	1
22572	VA	NOMINI GROVE	N261	76.7365	37.95	1	1
22576	VA	WEEMS	W520	76.4313	37.6847	1	1
22578	VA	WINDMILL POINT	W5354153	76.3686	37.6475	1	1
22579	VA	WICOMICO CHURCH	W25262	76.3565	37.779	1	1
22580	VA	WOODFORD	W3163	77.4399	38.0847	1	1
22601	VA	WINCHESTER	W5236	78.1827	39.1858	1	1
22610	VA	BROWNTOWN	B6535	78.2791	38.8273	1	1
22611	VA	BERRYVILLE	B614	77.9688	39.1532	1	1
22620	VA	BOYCE	B200	78.0203	39.0698	1	1
22624	VA	CLEAR BROOK	C46162	78.0988	39.2655	1	1
22625	VA	WHITACRE	W326	78.2997	39.3762	1	1
22627	VA	FLINT HILL	F4534	78.0756	38.7337	1	1
22630	VA	FRONT ROYAL	F65364	78.1796	38.9268	1	1
22637	VA	GORE	G600	78.3417	39.2887	1	1
22639	VA	HUME	H500	77.9949	38.8273	1	1
22640	VA	HUNTLY	H534	78.1301	38.8133	1	1
22641	VA	LEBANON CHURCH	L15262	78.3595	39.0562	1	1
22642	VA	LINDEN	L535	78.0478	38.8812	1	1
22643	VA	MARKHAM	M625	77.9943	38.93	1	1
22644	VA	MAURERTOWN	M635	78.4658	38.9441	1	1
22645	VA	MIDDLETOWN	M3435	78.2815	39.0367	1	1
22649	VA	RELIANCE	R452	78.2492	39.0009	1	1
22650	VA	RILEYVILLE	R414	78.3873	38.7564	1	1
22652	VA	SAINT DAVIDS CHU	S53132	78.44	38.8277	1	1
22654	VA	STAR TANNERY	S36356	78.4343	39.0908	1	1
22655	VA	STEPHENS CITY	S31523	78.1907	39.0834	1	1
22656	VA	STEPHENSON	S31525	78.0941	39.1973	1	1
22657	VA	STRASBURG	S362162	78.3386	38.9884	1	1
22660	VA	TOMS BROOK	T52162	78.4038	38.9702	1	1
22663	VA	WHITE POST	W3123	78.1105	39.058	1	1
22664	VA	WOODSTOCK	W3232	78.5217	38.887	1	1
22701	VA	RACCOON FORD	R25163	78.0041	38.4812	1	1
22709	VA	ARODA	A630	78.2366	38.3256	1	1
22712	VA	MORRISVILLE	M6214	77.8004	38.5697	1	1
22713	VA	BOSTON	B235	78.1423	38.5382	1	1
22714	VA	BRANDY STATION	B653235	77.9037	38.511	1	1
22715	VA	BRIGHTWOOD	B623	78.1698	38.4114	1	1
22716	VA	CASTLETON	C3435	78.1208	38.6032	1	1
22718	VA	ELKWOOD	E423	77.817	38.4652	1	1
22719	VA	ETLAN	E345	78.2638	38.5095	1	1
22720	VA	GOLDVEIN	G4315	77.6395	38.4886	1	1
22722	VA	HAYWOOD	H300	78.1798	38.4686	1	1
22724	VA	JEFFERSONTON	J162535	77.9069	38.6256	1	1
22725	VA	LEON	L500	78.1546	38.4572	1	1
22726	VA	LIGNUM	L250	77.83	38.3956	1	1
22727	VA	AYLOR	A460	78.2965	38.3845	1	1
22728	VA	MIDLAND	M3453	77.7127	38.5671	1	1
22729	VA	MITCHELLS	M3242	78.0105	38.3744	1	1
22731	VA	PRATTS	P632	78.2722	38.3492	1	1
22732	VA	RADIANT	R353	78.1798	38.3227	1	1
22733	VA	RAPIDAN	R135	78.0476	38.3392	1	1
22734	VA	REMINGTON	R5235	77.7614	38.5351	1	1
22735	VA	REVA	R100	78.1572	38.4604	1	1
22736	VA	RICHARDSVILLE	R263214	77.7195	38.3924	1	1
22737	VA	RIXEYVILLE	R214	78.0282	38.5852	1	1
22738	VA	UNO	U500	78.2654	38.2743	1	1
22740	VA	SPERRYVILLE	S1614	78.2466	38.6203	1	1
22741	VA	STEVENSBURG	S3152162	77.8842	38.4441	1	1
22742	VA	SUMERDUCK	S5632	77.7044	38.4674	1	1
22743	VA	SYRIA	S600	78.3229	38.4972	1	1
22746	VA	VIEWTOWN	V350	78.0258	38.6457	1	1
22747	VA	WASHINGTON	W25235	78.1566	38.7078	1	1
22749	VA	WOODVILLE	W314	78.1739	38.6482	1	1
22801	VA	HARRISONBURG	H625162	78.8714	38.4489	1	1
22810	VA	BASYE	B200	78.7674	38.7958	1	1
22811	VA	BERGTON	B6235	78.9668	38.7925	1	1
22812	VA	BRIDGEWATER	B63236	78.9937	38.3859	1	1
22815	VA	BROADWAY	B630	78.7875	38.6083	1	1
22820	VA	CRIDERS	C6362	78.9974	38.7497	1	1
22821	VA	MONTEZUMA	M325	78.9937	38.4339	1	1
22824	VA	EDINBURG	E35162	78.6003	38.8432	1	1
22827	VA	ELKTON	E4235	78.6321	38.4025	1	1
22830	VA	FULKS RUN	F4265	78.9358	38.6339	1	1
22831	VA	HINTON	H535	79.0101	38.4834	1	1
22832	VA	KEEZLETOWN	K435	78.777	38.4396	1	1
22834	VA	LINVILLE	L514	78.8961	38.5557	1	1
22835	VA	LURAY	L600	78.4596	38.6548	1	1
22840	VA	MC GAHEYSVILLE	M214	78.7411	38.3712	1	1
22841	VA	MOUNT CRAWFORD	M326163	78.8957	38.3457	1	1
22842	VA	CONICVILLE	C5214	78.6767	38.7688	1	1
22843	VA	MOUNT SOLON	M3245	79.1028	38.3328	1	1
22844	VA	NEW MARKET	N623	78.6714	38.6606	1	1
22845	VA	ORKNEY SPRINGS	O62521652	78.8111	38.7937	1	1
22846	VA	MONTEVIDEO	M313	78.7979	38.3697	1	1
22847	VA	SHENANDOAH CAVER	S53216	78.6989	38.7144	1	1
22849	VA	SHENANDOAH	S530	78.609	38.501	1	1
22851	VA	STANLEY	S354	78.5093	38.566	1	1
22853	VA	TIMBERVILLE	T51614	78.7717	38.6476	1	1
22901	VA	CHARLOTTESVILLE	C643214	78.4909	38.0548	1	1
22903	VA	UNIVERSITY	U51623	78.5058	38.0327	1	1
22920	VA	AFTON	A135	78.841	37.9626	1	1
22922	VA	TYE RIVER	T616	78.9185	37.6877	1	1
22923	VA	BURNLEYS	B6542	78.3127	38.1996	1	1
22929	VA	COBHAM	C150	78.3785	38.0378	1	1
22931	VA	COVESVILLE	C1214	78.7127	37.908	1	1
